transaction_id,project_id,buyer_address,seller_address,amount_credits,price_per_credit,total_value_usd,transaction_date,days_since_last_tx,buyer_tx_count,seller_tx_count,price_deviation_pct,is_fraud
TX-100317,VCS-1159,0x0000000b468c038e20c81e0177a5ccc294047909,0x000000127844c838565e2dd1f066c8521138978b,3303,5.49,18140.67,2021-04-07,26,110,54,9.92,0
TX-100318,VCS-1110,0x0000001023893d5cd97b932de99f57a9a9d84c4f,0x0000001174403b7d29414eab9fb83a2566fd3215,4144,6.62,27443.66,2021-09-06,26,172,196,6.47,0
TX-100319,VCS-1147,0x00000015df954b88f84c3e1a478bbb04c4e4fe52,0x000000097604743d98981445ffd894d7ba0371f9,4238,41.02,173844.23,2021-01-17,28,94,119,2.56,0
TX-100320,VCS-1105,0x00000005d99152435dcc9ac43b9a7bf75193412d,0x0000000b59e68e6561d4f7a39381b7aaa2491260,2469,9.67,23863.52,2022-06-10,28,74,166,3.71,0
TX-100321,VCS-1049,0x0000000cc4164337554eccd19e441a0e07179ef3,0x00000010ee16611918945de3dba75b1476d32b96,1963,30.17,59218.14,2020-11-03,4,109,166,-5.28,0
TX-100322,VCS-1168,0x00000004ca8fcfee2e341d4e8c72b49d8cfb137c,0x00000003b891772f05a3d05e185964def6babccc,248,10.96,2718.47,2021-07-22,9,15,22,-4.55,0
TX-100323,VCS-1171,0x0000000a144cbeb36102281418ccc446d6fdd1a5,0x00000015c48921b1334dcf1de504593b1ee26f39,3344,14.16,47354.08,2022-01-14,29,199,135,-8.73,0
TX-100324,VCS-1084,0x0000001c5424cd2245ff325ef4fbbda5d513da02,0x00000010dfcdedb9c5aa1cd71dd96ee0bf957403,1011,38.05,38466.92,2021-10-03,25,56,37,-5.24,0
TX-100325,VCS-1014,0x000000125ccded4b14f99f06b06ad2b51ceb08fe,0x000000124d3e6eaaae5c98ce4f42c107c8c621be,3355,11.45,38420.83,2023-04-22,9,184,95,-4.51,0
TX-100326,VCS-1013,0x0000000a9c3ee14a5332a6414a43d197b0d090bd,0x000000173f7d3702ebbebba1ece4e9f140c37cbc,4972,4.25,21120.24,2023-09-18,2,180,93,9.34,0
TX-100327,VCS-1099,0x000000053d58001ecaae54bb4a6294fbfa5dbd40,0x0000000c2c9821874af8aa0932024faaefb2d33c,1946,32.0,62276.53,2022-06-25,28,54,42,0.7,0
TX-100328,VCS-1070,0x00000008c35cedf8a2f732de3160ac31eb25d7e7,0x0000000e014e6ff80ae2d057a23445c1b2cfba8b,3338,31.76,106004.69,2020-03-10,26,108,155,7.59,0
TX-100329,VCS-1164,0x0000001c61d3fb862a9599c68e6ee5cda43f683a,0x0000000956e2c4f78a0d4034823c4722a41f0d38,234,25.1,5874.24,2020-04-16,25,161,79,-3.46,0
TX-100330,VCS-1195,0x000000109fde872121551d863837bc8e214dc588,0x0000001263e5d629db07d1004fe30cf1caea9ae5,4240,6.01,25491.22,2023-08-22,23,189,35,-6.84,0
TX-100331,VCS-1106,0x0000000fd0ac1725edffb5938df5a1dc5e1b015f,0x0000000a82561c346ba7dffb3512dd3cf1db9ad8,2318,33.96,78711.56,2020-06-21,7,6,6,6.54,0
TX-100332,VCS-1067,0x0000000efd0f9220b47743f93976ed04b385d9de,0x0000000732eab1e522f70351cd31f2e09e35836f,738,30.94,22835.76,2021-02-10,15,23,95,2.53,0
TX-100333,VCS-1172,0x00000009a6fd1b21c2bb74787dbc29c67e808d05,0x0000001cc08cca9065eb8f495195d2a230c7809b,4317,24.22,104546.97,2022-07-18,14,69,74,-9.72,0
TX-100334,VCS-1072,0x000000085b68bc08b9bdc7900cc192c9ba098a27,0x0000000bf7aeab67aea02f8c2a443a6c68950908,1702,18.79,31972.77,2021-03-17,20,68,61,-1.37,0
TX-100335,VCS-1120,0x00000019e9c3380adc03ec603e7c41f02219b7f7,0x0000000fa6ee2ddbbf97924d0f3ae66765c62548,3763,40.04,150655.49,2020-01-22,3,182,109,-2.61,0
TX-100336,VCS-1060,0x00000016ef7b4f53e3f7308e47e6df43788f06ed,0x00000016bdb1270d80debd3e0b1e5515f077671b,491,12.65,6209.95,2021-11-12,2,182,192,-8.09,0
TX-100337,VCS-1171,0x00000014d4b9e9f881164fb2813fb4315ef361c2,0x0000000832f377e3b72f034bf40020c60a872ac2,3130,3.23,10103.93,2022-03-19,10,129,127,0.09,0
TX-100338,VCS-1110,0x0000000440836e79a72d0936a20f4e65244cb9a8,0x0000000bd0cfe5b570611867a7d324d76e1a1e1b,2609,36.94,96367.24,2022-12-22,23,157,195,-7.36,0
TX-100339,VCS-1195,0x0000000460f42717559bd5370260f9c5a84ca488,0x000000082b292299973bc9ef857159fe305d0ef7,1361,24.4,33202.16,2022-10-03,11,10,121,-1.28,0
TX-100340,VCS-1091,0x000000116c87079c18d7d63c14e8458cfd2336f4,0x000000090845b6f0e2c357b47f0d245f25e6d919,4064,32.24,131004.35,2022-06-23,2,73,47,-1.27,0
TX-100341,VCS-1149,0x00000003e90d90a088c0e6bbf4c8b317365f982b,0x000000101e8ac12e1b62d33423b576d286a8f21a,4624,36.72,169806.75,2023-09-20,29,20,64,6.45,0
TX-100342,VCS-1174,0x000000074324672b5f87d0297a8cbc76f38324f7,0x00000019c4f9b2edff15843a7425e5ed076451d3,222,33.87,7518.07,2023-10-27,10,169,123,7.75,0
TX-100343,VCS-1167,0x0000000d38c0ab232e0987aa2c983d920c767092,0x00000014026bf7e647ad59fd6d9ce187cc535c3e,57,43.93,2504.06,2020-03-30,11,155,98,1.88,0
TX-100344,VCS-1053,0x0000000c57546f1d50d07f87c2da439429b67b14,0x0000000797c1c0ab7d995c38200d041ca5accd5a,3277,13.0,42613.54,2020-02-12,3,31,77,-5.2,0
TX-100345,VCS-1154,0x0000001d08ebc1f133a3368ebb4fa98d219c00cb,0x000000116da8edfcbc6e701ee2a294715e11a680,2550,22.46,57261.48,2023-11-03,29,100,122,6.13,0
TX-100346,VCS-1157,0x000000055d60737a2ab85449ce86e74b2fb50401,0x00000011e9795599e0c043dbe2cfaf070a5a2698,3471,25.9,89905.82,2022-01-24,26,174,58,-8.2,0
TX-100347,VCS-1134,0x00000005604786b30120e2efa9d0d9eb157f108b,0x000000073d379133038869ca2c975ef8e83ec3a0,4329,35.81,155033.37,2023-08-18,21,33,176,8.61,0
TX-100348,VCS-1141,0x0000000673c020de94cf03bc4a39a4911397a29f,0x0000001108811f15f2ff5088cc2c787082ba0fed,2430,38.52,93607.7,2020-04-07,19,170,185,0.46,0
TX-100349,VCS-1004,0x0000000866d03aa932a0df361cf7ce241d2ae042,0x0000000454e9d8cd610c9cf08e0a87aac942e6e8,679,12.97,8808.76,2022-10-28,25,22,107,-4.9,0
TX-100350,VCS-1115,0x00000009203ccac758a03a983e75cab4eb096202,0x00000016ebc18c6b4880fce7736b99282f61e334,3737,15.77,58938.33,2023-10-04,25,67,173,1.74,0
TX-100351,VCS-1167,0x0000001a8a664a1947caa29556a44187a86025bf,0x0000000cbe4dee08ee6236b60c38d76fb0b710ab,965,22.93,22126.65,2020-12-17,1,23,33,-9.88,0
TX-100352,VCS-1053,0x0000000a96a657ffae6c7ff20571826d7b2a7f10,0x0000001ccc034ac72989165736f887716f8fd55c,1551,11.71,18161.72,2020-02-24,28,138,49,6.32,0
TX-100353,VCS-1042,0x00000011a42e76b44664702e866a7b4be704b115,0x0000000c23dbe8c0c760a6d8f536ba0473137fa5,3466,32.84,113831.57,2020-08-26,1,146,101,-7.04,0
TX-100354,VCS-1126,0x00000014ab78f55021cc9d9df3887b9ebcb12a00,0x0000000f6d1d90eb92bda297a9d589b0ffc03136,423866,20.49,8685333.41,2022-05-01,1,125,132,515.2,1
TX-100355,VCS-1015,0x0000000d83e02a23f54c2a306443cf78873f3f03,0x00000017d4e4981dcdd56b046fa7910e8da22a39,4006,29.71,119009.21,2024-01-02,8,107,122,3.57,0
TX-100356,VCS-1005,0x000000122185194c432c8445a9206993294d25fc,0x0000000a72456c90c4aec8d1cf8d5c2f580661f1,3682,30.01,110480.56,2022-06-12,23,151,176,2.92,0
TX-100357,VCS-1185,0x0000001d5b0866d47ef95935c354b4e9b61d56f5,0x0000000eac5ebba7304ded620bb618e0f0f24933,3847,30.23,116278.51,2021-08-23,5,121,42,6.85,0
TX-100358,VCS-1051,0x0000001c0a25d22e07438f41fa77b47b2804335a,0x0000000c6eb5c2e387ab345c50d15ece6a7df379,3965,15.6,61870.44,2020-12-20,5,61,54,4.99,0
TX-100359,VCS-1040,0x00000013d54c28cf65495ac83359c8672cba1bc6,0x0000001046c6c786999010152df0cd22082f2fb9,2146,43.7,93777.9,2023-10-18,12,30,159,-2.82,0
TX-100360,VCS-1196,0x0000000b7eea02eb69f58427248a46c70bf2fb51,0x000000190afa0bba34a71a2afa180db583f06e7d,2797,26.53,74206.3,2021-12-28,26,13,113,-0.27,0
TX-100361,VCS-1156,0x0000001d0a65049d7bcb664e3b249d6dc83b6467,0x000000080b4d37200b22769f6a23d8d78ffe38c9,877,45.65,40037.51,2023-06-04,26,162,31,5.12,0
TX-100362,VCS-1195,0x00000006cf299adb44cc3212defbe3f1818270d2,0x0000001d45f9d534e661897c050d3900277fecc6,2403,38.43,92350.03,2022-06-23,23,36,32,-6.86,0
TX-100363,VCS-1087,0x0000000b0622e18bb51b7cfce0ae81fa4968fdf2,0x0000000e5a8eff974a8135ee167cab0d5f57fd27,63,21.08,1328.12,2022-08-28,8,162,171,-1.69,0
TX-100364,VCS-1105,0x0000000e9ef5909054af0fcae388174fda36433a,0x0000001b159601dffa9083226703e18bf198f62e,1879,34.84,65464.45,2022-05-28,5,3,184,0.59,0
TX-100365,VCS-1111,0x00000017f9cff8214b9e1b77c4126f850fbc6377,0x00000015d75bf6bbafe878b4039c701cec2a322b,2588,39.09,101171.57,2020-12-02,13,15,162,-8.3,0
TX-100366,VCS-1174,0x0000001a3e391bb268e468dbed1ec02fb366ffd1,0x00000003486bb1007207073dafb3ab2cbe216c79,2432,39.31,95599.47,2022-04-03,14,72,136,7.52,0
TX-100367,VCS-1159,0x00000019618154dc302f93c6fda6df04c9d0c0fc,0x00000017b86583615917d60e42a3fff658625813,1690,8.99,15196.57,2023-01-19,29,104,199,-1.92,0
TX-100368,VCS-1184,0x000000130814048fbffafaeba814d5908a713a73,0x0000001b4789b10b0eb9f136af551cbf8d41d660,2750,14.21,39087.7,2024-01-25,13,163,41,-9.26,0
TX-100369,VCS-1185,0x0000001a0c96ea370a9d59aa5c0e66a86c3912ef,0x0000001732d064c8e8bf37c536d759b00f589a93,185628,230.23,42736920.17,2021-09-14,0,130,91,469.97,1
TX-100370,VCS-1188,0x0000000aebf3a484e00b1654d366ca410155aa51,0x00000015853453bf8672c8ae1e4f56aace2de105,3686,37.85,139497.05,2023-03-18,10,183,161,8.83,0
TX-100371,VCS-1183,0x0000000fa730b339ad18d8a50b89f5b092a0c677,0x0000000d0b412572c8a892b31c32f20c8508df91,2461,36.42,89632.16,2023-09-27,10,133,150,-5.32,0
TX-100372,VCS-1105,0x000000056288cdeec03fc90ad9510f3b214bd473,0x00000015576bdc790ffc5cb40ca992c85e8a10da,1210,35.37,42801.16,2022-05-21,23,144,133,-0.91,0
TX-100373,VCS-1125,0x00000008c33653a5f3ff1906588db929bb51cd74,0x000000196c6a83a8a9cedf2ee0e085a124f3df14,3478,40.29,140138.09,2023-11-12,15,118,34,1.69,0
TX-100374,VCS-1008,0x0000000e7f6d5e207af237bd878bfbe1bf1a61d7,0x000000154eee2e1da834c6eb7ba45424689b4fb2,1751,24.7,43244.26,2022-08-27,15,75,11,0.58,0
TX-100375,VCS-1124,0x0000001c14b444cfadd6c37929f1a9e607298d47,0x0000000827815751d1d5f89b42fe975d4e1f39be,3077,7.64,23493.48,2021-08-25,10,190,126,-3.9,0
TX-100376,VCS-1146,0x0000000dd6ca38defd127c40f03b3efe4f489f45,0x0000001ac5f029fd02ec2ff3bffc7095c80682d3,73426,86.77,6371315.72,2022-09-12,1,156,34,233.78,1
TX-100377,VCS-1038,0x0000001c072e5742dc850ca719baa4b5ddc8d27b,0x0000000f592e659128e73c10098229589ff0f466,3695,24.01,88720.69,2022-07-08,22,60,102,-0.78,0
TX-100378,VCS-1165,0x00000003a55c9e8bb3a967a83d1478b316a9e518,0x00000019b5d840d75514bca100b42cc9926e402e,3639,5.09,18530.86,2021-07-22,24,80,144,3.41,0
TX-100379,VCS-1145,0x000000136a215cbf496848158fe195e38591a818,0x0000000af52c72877fa1ffc18d69004c8827f0b5,4448,27.55,122549.63,2020-04-18,19,53,63,-8.3,0
TX-100380,VCS-1155,0x00000011fbd50ae420055e47c64190095207c6cc,0x00000010475863278f3841604e760d4cdcaa5994,703,38.84,27306.53,2022-12-28,26,47,107,1.59,0
TX-100381,VCS-1138,0x0000000b1f1462a4ae231a90a87226172b0c456b,0x00000015ff65f6ffb493c79c0d1ea101684344a1,97723,123.6,12078101.79,2020-07-22,0,84,47,391.01,1
TX-100382,VCS-1082,0x0000001b2da8ecbabd1e9c856cad38ed1ef7a52e,0x000000136e84e522c5ce5b4bf56b56ea98d54b7e,217793,27.01,5882779.61,2022-04-25,0,193,130,394.97,1
TX-100383,VCS-1016,0x0000000a9280c1c4f195300566cbc01f7bf2aa06,0x000000143538a5958e08241c42407363e9ea8b10,3817,7.15,27272.72,2022-04-13,18,151,173,-8.79,0
TX-100384,VCS-1104,0x000000139314b7ab61e9571674e05b15722be4aa,0x0000000e14c3290a810cb94e27d043f33415c076,1038,36.11,37479.39,2023-03-09,10,139,44,3.03,0
TX-100385,VCS-1000,0x00000016c4a2b4337f4f4545d658c647d0096b2a,0x000000031b2a8516821e073e069433df4a0c408d,4557,25.19,114774.73,2020-03-26,15,16,124,-1.52,0
TX-100386,VCS-1054,0x00000004385502e00be88ef3369c6ad095ccfda2,0x0000000580771be011fdc0231ca06e6b29529420,2888,14.02,40503.26,2023-07-18,27,77,23,3.6,0
TX-100387,VCS-1053,0x0000000dbda492ab7e5cf77de0a13ccb9c4624d3,0x000000174807f03e7b49f6e10e03823fe2495790,4568,7.58,34609.81,2022-06-03,9,67,193,-7.21,0
TX-100388,VCS-1117,0x00000003dc6a149a2ec0fb7881a1303eb11cc20e,0x00000003d71617fc8a5c1e93d96323b39bd972ca,2644,14.94,39490.97,2021-03-07,11,173,45,3.25,0
TX-100389,VCS-1166,0x000000186248197135328277304e6c54d50372a8,0x0000000fc0636d25821b3980b9c333451f982a0d,3227,42.25,136347.55,2020-06-15,18,154,92,4.07,0
TX-100390,VCS-1094,0x00000009f2b6a0b6fb13843690cd2fc7efadf069,0x0000001838496c784b6b8db66475bfc3be3eb6f7,79,40.63,3209.74,2022-08-05,4,182,92,6.24,0
TX-100391,VCS-1092,0x00000019d7decdc6076e4c37a744fc87096b7724,0x00000008f2249ec6beca5b33fa89ebdcb4fbdaf2,1821,38.22,69594.35,2022-10-08,8,164,102,2.5,0
TX-100392,VCS-1168,0x000000169f01afa435575f0df03783d4bd22f7fc,0x0000000786e2f2f099ff26128c54cbd790ad07c6,1406,14.65,20597.27,2021-01-31,18,191,17,0.01,0
TX-100393,VCS-1049,0x0000000b8d9e04ec11b287ad0ce557edb16784b1,0x0000000364857f356b56a4a5eec9193bae411155,4295,45.21,194179.49,2021-07-15,24,110,165,7.11,0
TX-100394,VCS-1070,0x0000001267c338ee0df2ac830d852fd71f28e417,0x0000000341463a6bfc2c4316e7b160d56b893000,2656,32.45,86175.89,2022-04-13,14,101,50,7.08,0
TX-100395,VCS-1019,0x0000000d1a6c7576bbaa31c39f644cd2eac032fa,0x0000000690644ed82984dce16f7be3e54f90f91a,1858,42.42,78822.51,2022-05-17,23,8,123,6.15,0
TX-100396,VCS-1063,0x0000000de5c515eec648c8b8d8a1a63f1b9b71f0,0x0000001345b70c225b9a44716d54a650d51fde3f,2748,4.25,11671.58,2021-05-27,27,61,19,5.94,0
TX-100397,VCS-1021,0x0000000ef8da34a373f177f36eee8476f97a822c,0x00000005a1d14697624606f14341dd82503314b1,3667,30.55,112044.15,2020-09-12,19,33,16,5.28,0
TX-100398,VCS-1173,0x0000001b8e587f30a1cc019fc63a0a1461a71114,0x0000001c89cecc2e6698f8419b12908d693e5fcf,3547,20.7,73438.84,2020-07-27,3,169,160,-3.97,0
TX-100399,VCS-1086,0x00000003b8bf09e9364356644f6ae61aa6a2c945,0x0000000986cbee4edd482ce1e3cd66e0743e5fef,375169,133.41,50051340.66,2020-07-26,2,28,27,597.58,1
TX-100400,VCS-1032,0x000000104b4be9c5cadfa412e1ac7a43a32a4516,0x000000086223e4d32833c23c18e63ba17b3cfc10,490810,196.58,96483033.71,2023-03-19,0,63,36,496.44,1
TX-100401,VCS-1193,0x00000014d2eee5b61eaecdf3af0f5ed15b951652,0x0000000c6883b42faf00467284acff5cc686e251,3580,5.33,19088.32,2023-08-27,17,155,88,-3.77,0
TX-100402,VCS-1129,0x00000004cc24e6f9187bc8c635335ca6d1b60755,0x00000009ea4d9ad2bb49e04cb769ab8b6c0c32f9,1194,43.91,52423.88,2021-05-01,2,164,52,0.35,0
TX-100403,VCS-1084,0x0000000de6dc6a341a2f66d6f378108fda1d3dab,0x0000000844715f61f4734a0bac19fe769db8ef7e,3838,17.93,68805.72,2023-11-19,20,27,117,3.36,0
TX-100404,VCS-1177,0x0000000a26e13d6f28fce5a4d6d44a663af33cc5,0x00000009508cc01746b9a6212e0eab9054de2c80,40,41.21,1648.37,2021-04-01,21,103,48,-0.08,0
TX-100405,VCS-1029,0x0000001722156b31fa0242f4a9c88a63247474b3,0x000000044c74019a4d3da0ce490c9e8095ef8b1b,2941,2.96,8707.46,2023-02-10,1,8,51,-9.8,0
TX-100406,VCS-1062,0x0000001d1d6467868ec42d2a9191942e2db4e428,0x0000001cf5b0d764a32b47024885a0a4430493f0,1437,11.11,15963.83,2023-02-09,11,174,36,7.71,0
TX-100407,VCS-1061,0x0000000899824ed7e89605702e9feda35ea0c503,0x00000019d12f0509f84bd25d411a0e6f9f8a4862,1732,33.26,57614.66,2022-07-23,10,17,31,-7.78,0
TX-100408,VCS-1177,0x0000001afc24713d750b38ca9e002492a2da43a7,0x00000014cb0d4661b9acaca1f5c0538f9db402f1,1580,44.28,69963.56,2022-02-13,18,76,39,5.9,0
TX-100409,VCS-1149,0x00000005aa813b61bed444a4dc93d41ee2c6093e,0x000000169a2c464d53c277f7d7e2fd57c8dfd1f1,1045,5.55,5796.09,2022-11-06,28,17,43,5.91,0
TX-100410,VCS-1132,0x0000000ea6b688c7dba6acec8d382f4076da3875,0x0000000f8519a530cdf54eb2d8ad8d727eaab0a1,4181,35.56,148666.01,2022-10-18,12,164,150,2.9,0
TX-100411,VCS-1101,0x0000000fd3d36c34f611f8e7adbb4a7e37f5c238,0x0000000ec7fa977e78c087fd87a4356c92455468,3713,12.63,46882.57,2021-04-25,28,66,141,7.9,0
TX-100412,VCS-1149,0x0000000d8f5318ad0c67486dd6802a7e0a8857a5,0x000000105f09af7600f518a7d2e3fbaf6d150b06,4260,33.15,141224.08,2021-04-16,12,95,128,-4.1,0
TX-100413,VCS-1019,0x0000001d3bb683aa9e5d0e01462c75955bed83be,0x000000059517878015350da3e2ab9bab8073aa66,1925,17.84,34338.36,2023-08-14,9,71,59,-6.41,0
TX-100414,VCS-1172,0x0000000936944db561b2f8790e61c571c4bb4ace,0x00000014adb5e76a409b992e20018887dae13a7f,1650,5.44,8980.77,2021-02-06,11,67,3,-9.23,0
TX-100415,VCS-1193,0x0000001397c381240218edb362709bb2a7c24c68,0x0000001aa97d8905c35b845e99a7ec0b65c2e80d,3318,14.38,47720.75,2023-04-02,13,54,122,-3.07,0
TX-100416,VCS-1087,0x00000009c8d773d8d96958dc75614c5ccabaef3c,0x00000010a2fd45fc7a65fc08248ca5b56dc56044,3849,27.95,107560.92,2022-08-02,24,54,113,1.05,0
TX-100417,VCS-1078,0x0000001c7043e69d8bbe23a11c46216ff17fa5c0,0x0000000a474f95bee40ed54234f9f304a8aa454e,4740,25.79,122253.18,2020-09-19,28,108,109,-2.51,0
TX-100418,VCS-1150,0x00000016bce5cff02a80d2c4f0da4bbb548b4c63,0x0000000fce4116051c2d6429fb008fa6e9eba9fe,4414,21.05,92927.05,2021-10-29,10,98,53,5.57,0
TX-100419,VCS-1145,0x0000000cd55eec792cd9652bd2fd2821f6419405,0x000000149d164af5a3f7f16b8b47c25117deace8,3899,5.55,21627.26,2021-11-04,4,46,9,-2.27,0
TX-100420,VCS-1072,0x00000013992a9125d3c991079b0dcf5934b55b86,0x000000134eb0fd3d97f8ed3cd3ca2d7211ea2c00,1640,25.66,42081.22,2022-03-01,3,3,44,-9.46,0
TX-100421,VCS-1107,0x00000019c1b2a214f7e860c9aeb1958b34a73f9d,0x000000158addb26ab1e99011d8f08582aa2fd9d1,917,40.31,36968.46,2023-01-03,5,80,151,-2.18,0
TX-100422,VCS-1114,0x0000001c8b285a27ef7810ae327d2f491060573a,0x00000015d95a94e7dd75e7e0e603deb63f30ea12,1662,32.83,54567.92,2020-10-19,1,126,118,-0.82,0
TX-100423,VCS-1182,0x0000000a5a91e45fb618c05738f4b503cf5b294d,0x00000010ac06decb2767a7be45c96b5b2df8d4a8,3748,4.26,15973.89,2023-12-05,12,118,99,-8.18,0
TX-100424,VCS-1061,0x0000000eef1e0c80a84ca519eceb3471c3094f28,0x0000001b717103d0a433abe620c706ec1397b542,3233,10.85,35083.1,2020-03-30,23,200,84,1.37,0
TX-100425,VCS-1018,0x00000011b03fb3c736393e0e112f275ca38cc35f,0x0000000af310adaf92ef4667c4f1c96e31c46ef9,375,9.34,3503.43,2020-02-24,15,30,182,-5.85,0
TX-100426,VCS-1021,0x0000000bc2587a5801c93831834d23a0700ea842,0x00000003c6f8a899b4ef66d688b4a7bfd770a46e,3981,17.57,69950.69,2020-05-19,15,156,26,4.97,0
TX-100427,VCS-1195,0x00000011179c8a2bcf37891f0cce51c502deb2e6,0x00000004a734b7aec0bb84e78cf2d4385bab96cc,1389,8.61,11960.71,2023-10-07,3,173,137,4.83,0
TX-100428,VCS-1183,0x0000001954508fa0a39456014507c71da8f8687b,0x000000038974fb0d96aec2d3d10e73014eee5680,4293,34.43,147827.3,2023-09-18,21,13,198,6.73,0
TX-100429,VCS-1004,0x0000000cf40b32348685d360668cafc06bf36656,0x000000059b91442c375580869096330fd20e0734,1964,10.9,21404.97,2020-07-06,7,57,25,-5.01,0
TX-100430,VCS-1131,0x0000001442ec1f73dd0337d5303218251b912adc,0x000000065dda8ec979a0f28bc4883f398aad0665,1378,35.36,48730.05,2022-05-01,2,60,55,-6.64,0
TX-100431,VCS-1054,0x000000044ec6772328fc337705c822124748ffb3,0x0000000c598ea2ffc13747714212d90b113c9f25,2600,14.97,38929.88,2022-03-08,1,197,154,-9.7,0
TX-100432,VCS-1024,0x0000001991d1f2968481bf43b26e38729990e4a9,0x0000001be93e074275f334c50cf039e46379064f,4672,46.5,217227.88,2021-05-30,6,178,35,4.25,0
TX-100433,VCS-1123,0x0000001773239a8beb26c44fd25134ce95c4fab0,0x0000001986b555520a23cf8c9ae592e1bde78473,2614,31.96,83555.06,2023-09-26,28,4,60,7.68,0
TX-100434,VCS-1193,0x00000006ffa81bfe9d968df4fe0e56633e59034b,0x00000007240809f6d5329e24df11e07e5fe0c7c3,173939,126.26,21961396.89,2022-05-27,2,97,53,262.03,1
TX-100435,VCS-1034,0x0000001bb9c7eaf52e06c7bbb0af8d3f47334b73,0x00000010ea92dbc253f5c0fce4bd42ec0a23b722,3645,13.58,49515.25,2021-11-04,24,166,74,4.51,0
TX-100436,VCS-1138,0x0000001aa29045cc3939d5812c9148863f931507,0x0000001351fa0e4568ad5224fb0f5e0538f217f0,2817,13.21,37201.64,2021-02-25,8,83,47,4.66,0
TX-100437,VCS-1162,0x000000072498c1de79766f2683a0c781fdf48930,0x000000132ccfd09bbd957c594df09d53cb946541,583,3.49,2037.29,2020-04-16,7,21,110,7.4,0
TX-100438,VCS-1155,0x0000001183e16026d2508fd9acfd58823fbc75e0,0x000000121b43b5abe9f5c4bdc558b0045c0d8fcc,2016,16.79,33857.53,2020-12-27,14,113,109,4.43,0
TX-100439,VCS-1109,0x00000014176ecf8512c97651f7c346444cdbf99e,0x0000001151b62e66cb218ba38c5ff7f4ba059e68,3958,35.63,141024.57,2022-02-20,1,79,117,5.21,0
TX-100440,VCS-1120,0x0000000320dc4fda73cb4c2987015c0a321a6d71,0x0000001aab4a6f01097189893bfac4b103491b41,2739,26.51,72605.47,2024-01-04,5,96,126,-0.38,0
TX-100441,VCS-1078,0x00000010028d68bd1fdf18105c339578a41bc4c2,0x00000006dc3f2f63875659a96955e5a4e28f5537,3066,20.03,61421.97,2022-09-29,13,99,145,-2.11,0
TX-100442,VCS-1125,0x00000004a29be576e784c13a0fa62ddaa28e0841,0x0000001a5cdee6d47674021ac20a8813a6a1cc2b,2865,38.25,109579.46,2023-12-23,17,64,63,9.14,0
TX-100443,VCS-1165,0x000000162fa79214ca5cb21d851f3502ae5a5f99,0x00000008c7be94a632e42253530d13a5940e3521,241,40.55,9771.54,2023-09-25,23,4,30,-2.77,0
TX-100444,VCS-1020,0x00000010d092ef36b99a65444857c3e384bed7ed,0x00000019310d29e9f68b1fbd33cfce2f2a736a67,3267,32.57,106410.7,2023-04-15,23,78,129,8.34,0
TX-100445,VCS-1192,0x00000005cee32b85438b14d44c059ca9e05bc7ea,0x0000001cb72639241bda5acd02420bf41bf962a5,2532,29.94,75802.4,2022-04-22,24,89,37,-2.34,0
TX-100446,VCS-1125,0x00000019b6650eaa9b24ce8b7831da970067743e,0x0000000c97dfb20ff3f9da83e5c93f3b6af7895b,2533,12.39,31373.84,2020-12-10,1,188,111,4.97,0
TX-100447,VCS-1128,0x00000019ff6a716ebcb488e18eeb501d366b3575,0x0000000b21705bde4b9c4aa72e8bab092ec75a83,1632,19.5,31823.9,2021-01-07,16,105,113,4.08,0
TX-100448,VCS-1021,0x0000000d00c47f5ed01d90117f50784760b2d14b,0x000000126aa875bec55e39a6f55242ac07983bc0,1370,31.38,42989.0,2021-08-23,3,173,195,7.37,0
TX-100449,VCS-1010,0x00000003bb0384700efb6438956de9f418caa0a9,0x000000126cb6a69877e3a400a373271fc2e8bfc2,69,5.84,403.28,2023-04-07,22,194,87,5.04,0
TX-100450,VCS-1092,0x000000048caefa20ea24d637c5678e6daa429203,0x0000001c44dc9a4b68c5ad7cba8a11d4f9ad97ae,2820,17.76,50078.54,2021-05-05,11,26,1,3.64,0
TX-100451,VCS-1031,0x00000019e3c9ca27d0cedbc4e73ca989de772156,0x000000114ea26a8bc8e3d66b300c91f2c05e5ade,1147,33.79,38751.59,2023-05-17,1,159,176,4.5,0
TX-100452,VCS-1082,0x00000004cfea65b9e57a1c2101a4913f0441e22c,0x0000001843a69d1445a1eaf42e217257f8378be2,1549,22.56,34944.64,2023-07-30,1,114,60,-1.74,0
TX-100453,VCS-1121,0x000000163b8b9916ebc9c3b91b5ef6cb19b7775f,0x00000013cf000e3cade9e73115a72ac931f09021,676,20.25,13691.0,2022-05-26,12,147,184,2.25,0
TX-100454,VCS-1140,0x000000186bc06472a6e0ca4553e39320723fd85a,0x00000008267f1667c79040fe9d1110e18a693650,2478,8.87,21972.59,2023-10-10,27,193,169,5.94,0
TX-100455,VCS-1098,0x0000000ba86cd8b0c1ae3d14a72adeb9c42cd0ba,0x00000018d61444907cd96ed7d9544940aa7a907d,249,8.16,2032.55,2021-10-30,6,32,171,9.87,0
TX-100456,VCS-1085,0x0000001b83c3e6a177ccce5498b0b3b5df377ff8,0x0000000d952d4be199d1b170f92b76ffec814510,750,26.6,19948.66,2023-11-17,26,97,184,4.51,0
